estimator,bias,rmse,bias_emp_ci_lower,bias_emp_ci_upper,abs_bias,dgp_number,N,T,fact_label,eps_autocorrelated,avg_diff_in_loading,eta_y,tau_x,beta,true_att,err_label,dgp_label
gsynth,-3.7909349582939924e-4,0.0721359825346877,-0.13862571135092655,0.14425474805644237,0.057893720323443795,1,300,10,Linear Trend,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
gsynth with Control,-0.0028592131700864738,0.047958168018966504,-0.09293405181988747,0.08929562577051577,0.038756842850406044,1,300,10,Linear Trend,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
TWFE via OLS,5.258889152705377e-4,0.11157876967586317,-0.20214274939128762,0.2260622197754382,0.0892099370106825,1,300,10,Linear Trend,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
TWFE with Control,-0.002976347280698837,0.06639142873597696,-0.12046905042113044,0.13010092816516144,0.05332054535158061,1,300,10,Linear Trend,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
TECCE,-0.003943450488145957,0.07262337128955972,-0.1488986777999563,0.14505297439427497,0.056586784257580514,1,300,10,Autocorrelated,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
gsynth,-0.002221443370691998,0.06614540948288607,-0.13078139498618896,0.13167106327276568,0.052681985969422154,1,300,10,Autocorrelated,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
gsynth with Control,-0.002202127395049672,0.04767033627257497,-0.09751656419471037,0.09072927195615643,0.03762711276659945,1,300,10,Autocorrelated,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
TWFE via OLS,-0.004349766952577173,0.3547178506847395,-0.6768628374184321,0.6874871765159738,0.2841004945788977,1,300,10,Autocorrelated,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
TWFE with Control,-1.1049616973541665e-4,0.18924238910532762,-0.37869941141335023,0.36329275741638595,0.15260043659152994,1,300,10,Autocorrelated,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
TECCE,0.00323281229885211,0.1988612294037177,-0.36501877712925196,0.40143579196677714,0.1576244562037728,1,300,10,Constant,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
gsynth,0.025796590935103513,0.1843728056820569,-0.31351864954370107,0.389594292327415,0.14816886646641583,1,300,10,Constant,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
gsynth with Control,0.029314843036426147,0.12802565926402515,-0.20730695682450048,0.27485731401446045,0.10277423659903315,1,300,10,Constant,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
TWFE via OLS,-0.0020062999913706735,0.185636109837581,-0.3421355501891523,0.3831591782933279,0.148900677162797,1,300,10,Constant,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
TWFE with Control,0.0013815840862355295,0.12789922149522853,-0.24071814493177024,0.2679935513741542,0.10214237942596094,1,300,10,Constant,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
TECCE,0.005713787613048527,0.20679512988686352,-0.4085308450350727,0.42973151569002677,0.16427995847271623,1,300,10,Linear Trend,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
gsynth,0.01876274627402936,0.1895027212712133,-0.32878823772852317,0.378385855292888,0.1515057344825137,1,300,10,Linear Trend,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
gsynth with Control,0.01427441297193349,0.13383907624506514,-0.2556507601862998,0.2604088552793009,0.10659765834357257,1,300,10,Linear Trend,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
TWFE via OLS,0.0030689204633933785,0.20847635433624864,-0.38013512480606365,0.4307284595767163,0.16731670728827996,1,300,10,Linear Trend,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
TWFE with Control,-0.0014976402804328516,0.14315476687916878,-0.2717995095184659,0.2847692757441645,0.1127387866944996,1,300,10,Linear Trend,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
TECCE,-0.00990579869644955,0.2409414656944725,-0.48821960753159566,0.44106389702232063,0.1927222006927804,1,300,10,Autocorrelated,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
gsynth,0.012531547953644804,0.22175708111616863,-0.4212472524667456,0.4536195251065441,0.17980664085291698,1,300,10,Autocorrelated,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
gsynth with Control,0.021246326206361705,0.15681680417089838,-0.27879394631031684,0.32876963764182654,0.1255740930780767,1,300,10,Autocorrelated,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
TWFE via OLS,0.002808427613603941,0.45565045721067393,-0.8722139860971763,0.9376810621823863,0.36687466073924596,1,300,10,Autocorrelated,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
TWFE with Control,7.608231841191513e-4,0.25570425890613224,-0.511701027999392,0.49078416354099913,0.2056273604467668,1,300,10,Autocorrelated,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
TECCE,3.5389140192568696e-4,0.06629065635645658,-0.12792612021569982,0.12739202441357597,0.052339785797430594,2,300,10,Constant,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
gsynth,5.37047788797328e-4,0.0587885433817412,-0.11300025463125642,0.11694370837044786,0.04622876824780794,2,300,10,Constant,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
gsynth with Control,3.5866238049516786e-4,0.04213495457059265,-0.08357926019139664,0.08111197024067801,0.033818068209446946,2,300,10,Constant,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
TWFE via OLS,1.9942546890965309e-4,0.06782094822209149,-0.1318631781602778,0.13675526205137092,0.05328479082757074,2,300,10,Constant,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
TWFE with Control,-1.1716752844098346e-4,0.048981194075806894,-0.09814337443534239,0.09565775136471645,0.03939626125598566,2,300,10,Constant,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
TECCE,1.8730341964842253e-4,0.067269670245534,-0.14209261900152084,0.12363848220002303,0.05400496064849901,2,300,10,Linear Trend,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
gsynth,5.248933965679519e-4,0.06113379025135116,-0.12556329161689708,0.11672911900909531,0.04894991861808306,2,300,10,Linear Trend,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
gsynth with Control,1.6279412172183198e-4,0.04600249963731676,-0.09046682954444125,0.08865150787045062,0.037319118670808525,2,300,10,Linear Trend,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
TWFE via OLS,-0.6247300146491416,0.6349596624803795,-0.8459131034041935,-0.39586831476569223,0.6247300146491416,2,300,10,Linear Trend,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
TWFE with Control,-0.25846659280591944,0.268149448571027,-0.3970127771601093,-0.11754669576635249,0.25846659280591944,2,300,10,Linear Trend,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
TECCE,7.474420544642067e-4,0.06266390621360489,-0.12218991407930951,0.12272539922384962,0.0496783940715339,2,300,10,Autocorrelated,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
gsynth,0.0020740845182405463,0.05713182450501295,-0.10472937129111609,0.11681362658965931,0.0449401742655884,2,300,10,Autocorrelated,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
gsynth with Control,-4.2154261048096863e-4,0.040604971018552344,-0.07805294122614512,0.07809745512617781,0.03242001953851636,2,300,10,Autocorrelated,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
TWFE via OLS,0.4744190889584262,0.48337557169336665,0.3039509144268538,0.660108487904069,0.4744190889584262,2,300,10,Autocorrelated,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
TWFE with Control,0.13075746137993222,0.1443218262200273,0.018988823252161065,0.24905402238043378,0.13114739465061212,2,300,10,Autocorrelated,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
TECCE,0.014990417300264569,0.1821154024063341,-0.33635078150864217,0.3828734250781516,0.1439154646130187,2,300,10,Constant,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
gsynth,0.03285335511519248,0.16687271241367174,-0.28965514841552586,0.3600073766800652,0.1325124964073303,2,300,10,Constant,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
gsynth with Control,0.023377271188074776,0.1170365453106663,-0.19843433031350316,0.2483071200442427,0.09296088607902511,2,300,10,Constant,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
TWFE via OLS,0.011012097717578226,0.19107914453216351,-0.3404509300992298,0.39451713663310906,0.1515923528777266,2,300,10,Constant,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
TWFE with Control,0.0017014411588988326,0.13300616589220415,-0.2529343051516434,0.265710388865285,0.10534025796095242,2,300,10,Constant,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
TECCE,-0.005160689550663794,0.18034162677717416,-0.35543895671468845,0.3411523511576259,0.14213482932855984,2,300,10,Linear Trend,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
gsynth,0.00909674682924487,0.16387404834409905,-0.29956359393170034,0.3307351395065163,0.13111225069382063,2,300,10,Linear Trend,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
gsynth with Control,0.0073725134163767705,0.11826944793954411,-0.23098701717988693,0.23190343902151453,0.09460716543984876,2,300,10,Linear Trend,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
TWFE via OLS,-0.6277215534127426,0.6588424649527033,-1.0324478862858435,-0.22367439386456706,0.6278207741790645,2,300,10,Linear Trend,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
TWFE with Control,-0.30583188438371134,0.3366400951811645,-0.5839687216775324,-0.03049384767650324,0.3074597671874398,2,300,10,Linear Trend,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
TECCE,0.005454192048613079,0.16633888701624844,-0.3176236485179195,0.31170221637768025,0.13249174229237337,2,300,10,Autocorrelated,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
gsynth,-0.0031883895625225054,0.15092200158120064,-0.2956593788361775,0.269817960031048,0.12061454362485378,2,300,10,Autocorrelated,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
gsynth with Control,-0.006810126165685439,0.10869819412146955,-0.21724369002965355,0.21050735236224463,0.08641479432353913,2,300,10,Autocorrelated,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
TWFE via OLS,1.7620952725788468,1.7913760975298754,1.1633477557081862,2.4138687390458426,1.7620952725788468,2,300,10,Autocorrelated,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
TWFE with Control,0.7143999346222601,0.7402489125089841,0.33935405612132324,1.0875331993737114,0.7143999346222601,2,300,10,Autocorrelated,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
TECCE,6.933357559019031e-4,0.06427355142679499,-0.12892714135744607,0.12419531109201165,0.05077333631159062,3,300,10,Constant,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
gsynth,6.485346624594755e-4,0.059567133739846255,-0.12087049603640974,0.11471059111278963,0.04693375023190271,3,300,10,Constant,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
gsynth with Control,-1.032286314840057,1.0333940873373524,-1.1232832560490529,-0.9407448915270231,1.032286314840057,3,300,10,Constant,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
TWFE via OLS,-8.005487022246316e-5,0.06864904742452838,-0.139284975640225,0.13646339390055162,0.05441317545710003,3,300,10,Constant,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
TWFE with Control,-1.000325909968691,1.001630752441593,-1.102281054355846,-0.9027944164068796,1.000325909968691,3,300,10,Constant,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
TECCE,-3.100863050334329e-4,0.06697312797902927,-0.14087353780182124,0.13076335735589967,0.05245065746413323,3,300,10,Linear Trend,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
gsynth,1.2669043302228607e-4,0.06130306413036314,-0.12870789959734094,0.12084540916270387,0.04863818949798782,3,300,10,Linear Trend,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
gsynth with Control,-1.1696723403978693,1.1708838117220859,-1.2740997579064954,-1.0642902628530846,1.1696723403978693,3,300,10,Linear Trend,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
TWFE via OLS,-0.6259612302702332,0.6355184774802355,-0.8518621709054266,-0.41308860102622647,0.6259612302702332,3,300,10,Linear Trend,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
TWFE with Control,-1.4290701741098097,1.4309132644167748,-1.5708003478249621,-1.289864024622931,1.4290701741098097,3,300,10,Linear Trend,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
TECCE,0.0020201545151424497,0.06539938305630055,-0.12491086170482478,0.1269304472784541,0.05228291872371654,3,300,10,Autocorrelated,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
gsynth,0.0011799289813528844,0.059514840670882106,-0.10924002002847051,0.1153893731427,0.047646578307373115,3,300,10,Autocorrelated,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
gsynth with Control,-1.108312019965569,1.1094354061516813,-1.2019259657267916,-1.0045918853369624,1.108312019965569,3,300,10,Autocorrelated,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
TWFE via OLS,1.8754597566885143,1.8965220940043341,1.3112536207698269,2.4071464836151644,1.8754597566885143,3,300,10,Autocorrelated,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
TWFE with Control,-0.9564337833589854,0.9676706432256086,-1.2452777601354024,-0.664155836474958,0.9564337833589854,3,300,10,Autocorrelated,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
TECCE,0.0061344611174294185,0.17182516336842682,-0.32983725651908297,0.35109660238589346,0.13561816409877156,3,300,10,Constant,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
gsynth,0.02590851268905911,0.15947511366895412,-0.2827092638396437,0.34003574493977734,0.1280724992269479,3,300,10,Constant,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
gsynth with Control,-0.9864052472211456,0.9930903962317634,-1.2134799565476484,-0.7611836494584665,0.9864052472211456,3,300,10,Constant,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
TWFE via OLS,0.005091180475825236,0.18318459965033032,-0.34408432556920576,0.3694866710261556,0.14743832392664963,3,300,10,Constant,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
TWFE with Control,-1.0033409051881714,1.0119527911541426,-1.2520157492053559,-0.7327262194788629,1.0033409051881714,3,300,10,Constant,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
TECCE,0.0034565866182214374,0.1804461534116613,-0.3470170479743817,0.36540541705153357,0.14223360119805106,3,300,10,Linear Trend,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
gsynth,0.01752166532172676,0.16753805810441078,-0.3225381479487742,0.3350659465417392,0.13332671008771385,3,300,10,Linear Trend,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
gsynth with Control,-1.00861710482358,1.0160390215201467,-1.251096505353171,-0.7743060140480101,1.00861710482358,3,300,10,Linear Trend,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
TWFE via OLS,-0.6190035541727238,0.6517969761802209,-1.0010603936129314,-0.21037076038895167,0.6190200200481694,3,300,10,Linear Trend,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
TWFE with Control,-1.3294783352726294,1.337213794901038,-1.6005049675928296,-1.0557000138264283,1.3294783352726294,3,300,10,Linear Trend,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
TECCE,0.001686246734267341,0.17203943690406634,-0.3408857765039495,0.3326729652331508,0.13531730376834886,3,300,10,Autocorrelated,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
gsynth,-0.016232403865094055,0.16228158498041037,-0.34048492567626876,0.30012607487728205,0.12885447035537576,3,300,10,Autocorrelated,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
gsynth with Control,-1.0360827067486134,1.0429370097285628,-1.267516730242199,-0.8079309041103152,1.0360827067486134,3,300,10,Autocorrelated,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
TWFE via OLS,3.1939750861232485,3.2288670617328616,2.2759000678930454,4.113366574224248,3.1939750861232485,3,300,10,Autocorrelated,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
TWFE with Control,0.13869581212569512,0.31568076999453565,-0.4165370614848987,0.6877677808963953,0.2553879185560251,3,300,10,Autocorrelated,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
TECCE,0.004109265981503806,0.07224401510177614,-0.13505554190889613,0.141040591715477,0.05798256315067724,1,300,15,Constant,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
gsynth,0.0045421355851686385,0.0672039851696984,-0.12689708944224776,0.12940726237440667,0.05452171003532819,1,300,15,Constant,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
gsynth with Control,0.0026373889324213177,0.04599213350635363,-0.0903414881509264,0.09143508756283326,0.03707860078304386,1,300,15,Constant,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
TWFE via OLS,0.004076892654497618,0.06901374811700887,-0.13285114603544687,0.1352870905234297,0.05574435064170048,1,300,15,Constant,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
TWFE with Control,0.002066624635943157,0.04731402981178273,-0.0961328682171888,0.08861784339158707,0.038079829050581715,1,300,15,Constant,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
TECCE,-1.2089820460616686e-4,0.07219394019791354,-0.1347031127433872,0.14605032770368526,0.05713111637497513,1,300,15,Linear Trend,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
gsynth,-1.4595379916175984e-4,0.06766442958078396,-0.12886882076955966,0.14007075671704383,0.05353965629766549,1,300,15,Linear Trend,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
gsynth with Control,0.0016209272406249994,0.04973860226424648,-0.0966370527094298,0.09730026254613881,0.039365781643176986,1,300,15,Linear Trend,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
TWFE via OLS,0.0026517397008429394,0.15230933613536432,-0.3066518802815212,0.29426492286180234,0.1224052756631109,1,300,15,Linear Trend,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
TWFE with Control,0.0019649519302401496,0.08612491017073855,-0.17255400192722517,0.16561980023026984,0.06968091412462689,1,300,15,Linear Trend,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
TECCE,0.0030174832558708545,0.07982570671738702,-0.15641778236757023,0.16069393946159868,0.06353552390107567,1,300,15,Autocorrelated,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
gsynth,0.0026272396035678432,0.07517566142820906,-0.14785266539011288,0.1476224178454785,0.059343681222786576,1,300,15,Autocorrelated,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
gsynth with Control,0.002556318768440113,0.05239285183355696,-0.0969727130363196,0.10455292607533914,0.04166419662206881,1,300,15,Autocorrelated,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
TWFE via OLS,0.004421266932593287,0.30591537473178926,-0.6261659677720058,0.6255060255754156,0.24153159082532144,1,300,15,Autocorrelated,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
TWFE with Control,-4.826826954813013e-4,0.15786105793360528,-0.2956627055085541,0.315283644234306,0.12621697472186164,1,300,15,Autocorrelated,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
TECCE,0.011646461337970744,0.19554420832480304,-0.3789807458652378,0.39993057949078203,0.1559957214969646,1,300,15,Constant,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
gsynth,0.033219968650857426,0.18764833275219128,-0.31326244979894363,0.41279340415015203,0.1499010245911562,1,300,15,Constant,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
gsynth with Control,0.027560552976473706,0.1326615518687665,-0.22627248226864108,0.28757910744023524,0.10563845553508348,1,300,15,Constant,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
TWFE via OLS,0.011480594694576783,0.18915827214423225,-0.35780058262311293,0.38921899400787097,0.15022350192492653,1,300,15,Constant,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
TWFE with Control,0.005176671547313092,0.1331033544585049,-0.24887699465420757,0.28223047455610234,0.10575224830349529,1,300,15,Constant,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
TECCE,0.006496310247446434,0.1991594710028586,-0.37993378438268305,0.3764397093107491,0.15827027259354454,1,300,15,Linear Trend,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
gsynth,0.020784235858880017,0.18795223786007628,-0.33643487913760955,0.3922804992858667,0.14863678674868286,1,300,15,Linear Trend,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
gsynth with Control,0.019522582606942753,0.1364168705267019,-0.23565776515349612,0.284201359982691,0.1105829028385243,1,300,15,Linear Trend,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
TWFE via OLS,-9.798337690726838e-4,0.22548717330180568,-0.4461200379650112,0.4242890691428583,0.17868791791058017,1,300,15,Linear Trend,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
TWFE with Control,0.0012514183940072624,0.15569264832703142,-0.30264957074232096,0.2940689204309895,0.12498555198984702,1,300,15,Linear Trend,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
TECCE,0.013252604335157944,0.19371227252701567,-0.3969818749487108,0.3864090328404631,0.1529061053962125,1,300,15,Autocorrelated,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
gsynth,0.0271898818647857,0.18408051576979229,-0.33148528581608444,0.37115871654386084,0.1454275283615235,1,300,15,Autocorrelated,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
gsynth with Control,0.021762174180234583,0.13025400100199136,-0.24955850503464677,0.26355357744932273,0.10358511491187655,1,300,15,Autocorrelated,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
TWFE via OLS,0.012158369578745389,0.19383590302714923,-0.367468959669283,0.3717268021305769,0.15255859997217874,1,300,15,Autocorrelated,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
TWFE with Control,0.006600711248368234,0.13347393147543996,-0.2633533183143512,0.27031765653165285,0.10684519455074559,1,300,15,Autocorrelated,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
TECCE,3.1402862475837193e-4,0.06182433256156354,-0.11940715425639904,0.12623313604678624,0.04935155759177172,2,300,15,Constant,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
gsynth,3.0168017661526785e-4,0.05899314963613878,-0.1119288094681892,0.11913849601091712,0.04708929611706645,2,300,15,Constant,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
gsynth with Control,-7.128428126801613e-4,0.042626175936528975,-0.08162988759302917,0.08374400832510843,0.0339755810860527,2,300,15,Constant,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
TWFE via OLS,-4.6951135363955014e-4,0.0675534857678714,-0.13230366134026372,0.13420758822099596,0.05430229932723656,2,300,15,Constant,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
TWFE with Control,-0.0015234666142755118,0.048493769619699555,-0.09806281471201103,0.09198979325357956,0.0388945042111116,2,300,15,Constant,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
TECCE,-3.8284169446599543e-4,0.06209565625495829,-0.11359356014699502,0.12072408757956397,0.049266770199323996,2,300,15,Linear Trend,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
gsynth,2.2328332048287178e-4,0.05910216726115423,-0.1105849341923627,0.12169697054048383,0.046829412789397,2,300,15,Linear Trend,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
gsynth with Control,3.0293530140206726e-4,0.04050509922879988,-0.07633651689713995,0.07887233792450749,0.03228052273411335,2,300,15,Linear Trend,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
TWFE via OLS,-0.9400123968462232,0.9515127058205438,-1.2363370580396489,-0.6502929529967164,0.9400123968462232,2,300,15,Linear Trend,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
TWFE with Control,-0.3387393522734502,0.3477249212157275,-0.49101416099963185,-0.17887446850258756,0.3387393522734502,2,300,15,Linear Trend,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
